CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
3000,46.31,37.76,31.36,35.86,NA,NA
3001,NA,NA,NA,53.97,61.86,NA
3002,NA,NA,NA,NA,NA,NA
3003,NA,NA,NA,69.14,72.34,79.53
3004,49.32,52.84,NA,NA,52.79,NA
3005,NA,NA,NA,56.74,55.56,55.01
3006,NA,NA,NA,67.48,71.58,68.28
3007,62.95,62.03,70.25,75.24,72.12,77.41
3008,38.66,44.36,37.44,48.02,NA,NA
3009,NA,NA,NA,61.09,59.21,NA
3010,40.96,NA,NA,NA,NA,NA
3011,NA,NA,NA,52.05,NA,59.89
3012,49.26,44.69,49.23,61.82,65.16,69.29
3013,45.33,NA,NA,NA,NA,NA
3014,59.72,NA,NA,NA,NA,NA
3015,39.97,49.86,49.18,48.06,58.62,61.34
3016,51.75,NA,53.5,58.96,NA,NA
3017,NA,NA,NA,48.75,NA,NA
3018,73.38,68.4,71.7,81.08,76.69,80.14
3019,NA,NA,NA,62.4,NA,NA
3020,NA,NA,NA,47.47,48.88,NA
3021,69.07,69.74,66.29,71.54,NA,NA
3022,41.65,54.62,54.33,48.04,NA,NA
3023,NA,NA,NA,55.19,69.25,NA
3024,51.91,56.29,59.73,55.06,NA,NA
3025,NA,NA,NA,63.04,68.35,NA
3026,64.59,71.2,72.63,80.96,79.12,80.26
3027,NA,NA,NA,62.01,65.88,65.74
3028,NA,NA,NA,53.2,NA,NA
3029,NA,NA,NA,42.28,52.42,51.74
3030,57.76,65.19,64.26,76.12,79.1,84.4
3031,NA,NA,NA,56.24,54.37,50.62
3032,NA,NA,NA,NA,NA,NA
3033,50.3,52.35,56.12,54.95,56.92,57.79
3034,41.82,49.47,NA,NA,NA,NA
3035,48.05,59.97,61.21,NA,65.42,NA
3036,NA,NA,NA,42.6,41.73,44.16
3037,41.06,39.62,NA,NA,NA,NA
3038,NA,NA,NA,49.22,54.17,NA
3039,52.43,NA,67.4,68.56,68.6,64.24
3040,NA,NA,NA,74.11,76.59,73.82
3041,37.46,45.7,42.5,NA,63.03,NA
3042,NA,NA,NA,77.92,81.01,78.21
3043,45.63,42.18,NA,NA,NA,NA
3044,53.07,50.05,58.57,62.79,62.39,60.74
3045,60.83,NA,NA,NA,NA,NA
3046,34.81,41.09,NA,NA,NA,NA
3047,73.67,79.61,82.8,80.27,NA,NA
3048,64.79,60.84,69.28,NA,NA,NA
3049,NA,NA,NA,43.45,NA,NA
3050,NA,NA,NA,61.65,80.93,79.16
3051,40.72,43.02,40.92,NA,NA,53.26
3052,NA,NA,NA,49.16,NA,67.47
3053,66.03,61.22,65.92,68.84,67.87,72.69
3054,NA,NA,NA,48.7,NA,NA
3055,NA,NA,NA,64.86,69.15,71.91
3056,52.32,62.78,54.85,NA,57.48,NA
3057,NA,NA,NA,56.66,NA,NA
3058,NA,NA,NA,49.84,NA,66.75
3059,59.99,54.1,46.95,57.25,58.55,63.13
3060,NA,NA,NA,56.12,60.58,62.32
3061,76.52,72.12,72.6,82.45,81.93,90.55
3062,NA,NA,NA,52.12,66.31,NA
3063,NA,NA,NA,55.73,NA,NA
3064,NA,NA,NA,59.59,70.62,65.68
3065,60.44,54.35,58.26,62.21,67.59,76.31
3066,NA,NA,NA,78.06,NA,NA
3067,NA,NA,NA,48.19,56.86,72.56
3068,38.32,44.7,53.12,50.25,59.21,57.65
3069,NA,NA,NA,43.21,52.7,47.46
3070,38.79,44.65,58.07,60.31,64.72,62.42
3071,NA,NA,NA,60.9,NA,70.73
3072,53.57,60.41,63.18,NA,61.55,NA
3073,44.34,56.32,NA,NA,NA,NA
3074,57.97,58.21,68.06,70.76,71.7,69.22
3075,NA,NA,NA,40.62,61,NA
3076,47.74,62.13,66.41,64.83,71.32,NA
3077,41.61,34.8,52.7,54.35,52.78,50.64
3078,36.59,44.36,46.55,NA,NA,NA
3079,NA,NA,NA,72.3,81.1,81.15
3080,52.74,54.66,NA,NA,NA,NA
3081,NA,NA,NA,49.72,NA,NA
3082,NA,NA,NA,55.24,NA,NA
3083,56.64,63.58,61.87,NA,NA,NA
3084,NA,NA,NA,NA,71.8,68.71
3085,51.3,50.26,57.59,51.17,55.48,NA
3086,NA,NA,NA,NA,NA,NA
3087,NA,NA,NA,64.66,58.96,64.21
3088,NA,NA,NA,60.03,NA,66.17
3089,NA,NA,NA,48.88,51.97,NA
3090,48.34,45.75,53,46.58,44.4,NA
3091,NA,NA,NA,46.14,46.38,47.4
3092,58.39,62.24,63.47,62.52,67.37,68.86
3093,62.35,64.64,69.6,68.82,NA,70.19
3094,49.22,49.88,46.71,56.57,NA,NA
3095,34.95,33.22,46.52,NA,34.27,NA
3096,NA,NA,NA,72,NA,62.48
3097,72.48,76.51,81.62,83.71,80.89,85.57
3098,57.19,54.77,65.92,NA,NA,NA
3099,28.92,47.55,47.95,53.02,NA,NA
3100,NA,NA,NA,71.01,73.95,NA
3101,NA,NA,NA,68.25,74.5,74.4
3102,44.28,48.29,41.16,49.66,NA,38.04
3103,NA,NA,NA,55.6,61.79,NA
3104,61.85,66.01,NA,NA,NA,NA
3105,38.61,40.27,NA,44.31,38.72,54.74
3106,66.93,66.75,72.65,69.18,NA,NA
3107,34.78,34.17,39.17,45,45.33,41.26
3108,57.72,56.68,55.94,NA,60.04,NA
3109,NA,NA,NA,37.66,40.76,39.17
3110,39.09,37.89,42.62,40.57,51.46,NA
3111,59.39,53.47,58.8,66.39,68.61,NA
3112,NA,NA,NA,48.77,NA,NA
3113,NA,NA,NA,55.78,NA,NA
3114,59.32,64.98,NA,NA,NA,NA
3115,NA,NA,NA,74.03,76.77,74.76
3116,NA,NA,NA,45.66,50.43,NA
3117,NA,NA,NA,53.27,51.4,51.14
3118,31.79,27.06,NA,NA,NA,NA
3119,NA,NA,NA,59.09,NA,62.61
3120,41.54,48.59,50.88,52.86,NA,32.08
3121,67.85,71.4,80.96,82.63,85.27,87.87
3122,54.5,54.04,57.31,51.32,NA,NA
3123,NA,NA,NA,53.16,67.79,67.09
3124,47.24,47.48,51.24,NA,NA,NA
3125,52.83,NA,48.2,NA,NA,NA
3126,NA,NA,NA,52.44,NA,NA
3127,41.31,39.83,NA,NA,NA,NA
3128,NA,NA,NA,67.86,67.71,68.96
3129,74.08,71.78,76.02,81.16,84.94,NA
3130,50.25,54.89,59.09,NA,NA,NA
3131,58.82,69.89,67.2,67,72.08,69.55
3132,NA,NA,NA,70.01,NA,NA
3133,47.46,59.96,58.35,68.02,68.05,74.06
3134,45.31,60.28,NA,60.85,NA,NA
3135,64.7,60.19,70.26,65.9,61.09,64.25
3136,NA,NA,NA,58.62,NA,NA
3137,55.24,50.61,63.62,58.73,NA,62.73
3138,61.98,NA,61.79,66.88,72.45,NA
3139,NA,NA,NA,49.58,49.14,NA
3140,NA,NA,NA,NA,NA,NA
3141,NA,NA,NA,61.64,NA,NA
3142,NA,NA,NA,66.99,70.11,66.32
3143,NA,NA,NA,58.02,60.21,64.66
3144,NA,NA,NA,70.2,72.63,NA
3145,NA,NA,NA,59.67,55.89,57.98
3146,NA,NA,NA,76.9,80.17,NA
3147,49.84,55.03,56.93,52.92,NA,NA
3148,NA,NA,NA,74.99,81.83,80.18
3149,50.47,65.9,68.76,NA,73.92,81.96
3150,NA,NA,NA,50.55,54.17,50.41
3151,40.16,30.75,37.79,75.24,NA,NA
3152,NA,NA,NA,NA,NA,NA
3153,NA,NA,NA,72.88,80.34,78.22
3154,42.25,49.77,52.91,83.4,NA,NA
3155,NA,NA,NA,60.59,74.41,73.17
3156,NA,NA,NA,52.27,56.37,55.36
3157,NA,NA,NA,64.41,NA,NA
3158,NA,NA,NA,42.37,54.47,52.89
3159,NA,NA,NA,53.38,NA,NA
3160,NA,NA,NA,58.77,NA,NA
3161,63.6,69.53,72.7,75.51,80.32,86.66
3162,NA,NA,NA,71.15,76.23,79.44
3163,63.64,NA,NA,NA,NA,NA
3164,NA,NA,NA,NA,NA,NA
3165,46.74,NA,43.24,NA,NA,NA
3166,43,55.04,53.8,49.96,NA,61.36
3167,39.94,46.27,59.09,58.69,63.6,59.59
3168,NA,NA,NA,47.93,NA,NA
3169,60.73,57.83,60.61,65,68.83,70.73
3170,NA,NA,NA,45.98,58.26,NA
3171,42.16,54.64,60.39,63.89,65.41,NA
3172,NA,NA,NA,48.38,NA,61.34
3173,53.22,50.31,52.36,55.64,62.04,NA
3174,40.62,34.57,53.98,54.71,55.43,NA
3175,NA,NA,NA,74.34,73.7,71.92
3176,60.04,67.66,63.6,68.14,72.13,NA
3177,NA,NA,NA,66.16,64.48,67.91
3178,NA,NA,NA,67.89,70.55,69.03
3179,48.16,51.44,55.94,50.4,NA,63.78
3180,NA,NA,NA,46.02,54.16,NA
3181,NA,NA,NA,48.57,NA,NA
3182,NA,NA,NA,53.44,59.31,63.63
3183,59.11,64.12,68.31,71.57,78.38,NA
3184,50.72,68.32,69.71,71.86,70.21,64.7
3185,52.31,59.19,62.56,62.49,67.25,73.41
3186,31.67,49.91,50.55,NA,NA,47.39
3187,40.52,36.7,38.66,46.98,NA,NA
3188,NA,NA,NA,71.36,77.77,82.19
3189,47.63,45.12,NA,NA,NA,NA
3190,NA,NA,NA,72.43,75.26,84.95
3191,NA,NA,NA,42.78,53.42,50.54
3192,NA,NA,NA,57.8,67.22,NA
3193,NA,NA,NA,67.25,64.35,68.79
3194,45.37,50.25,59.7,83.55,NA,NA
3195,NA,NA,NA,58.52,NA,NA
3196,NA,NA,NA,47.26,NA,NA
3197,NA,NA,NA,50.89,NA,NA
3198,NA,NA,NA,61.99,61.91,NA
3199,60.63,62.69,56.02,66.63,NA,NA
3200,NA,NA,NA,81.37,80.33,83.81
3201,NA,NA,NA,60.55,63.29,62.04
3202,61.39,64.24,71.88,70.2,75.45,76.98
3203,40.99,61.33,70.85,68.24,NA,NA
3204,39.45,47.61,NA,NA,NA,NA
3205,57.5,NA,NA,NA,NA,NA
3206,70.36,71.82,76.24,75.46,76.41,NA
3207,62.91,64.02,64.56,72.74,67.64,76.87
3208,55.47,48.53,NA,68.93,68.98,NA
3209,40.28,40.39,31.65,30.8,NA,NA
3210,NA,NA,NA,59.33,67.54,64.04
3211,51.15,56.14,67.15,65.94,NA,NA
3212,53.98,53.53,63.36,NA,71.59,NA
3213,65.23,67.65,67.82,72.41,78.26,79.71
3214,44.68,42.44,51.55,53.22,59.83,NA
3215,NA,NA,NA,46.71,NA,NA
3216,62.23,65.14,60.47,67.53,62.89,59.76
3217,55.84,61.1,68.56,71.86,71.54,69.18
3218,44.86,36.54,33.11,NA,39.15,NA
3219,60.67,65.07,62.55,65.16,69.63,73.76
3220,NA,NA,NA,41.84,45.43,NA
3221,NA,NA,NA,80.68,85.32,NA
3222,NA,NA,NA,64.26,NA,51.03
3223,62.97,60.52,NA,NA,NA,NA
3224,NA,NA,NA,42.78,NA,NA
3225,NA,NA,NA,39.73,NA,NA
3226,NA,NA,NA,56.69,60.3,NA
3227,NA,NA,NA,58.29,64.23,65.16
3228,NA,NA,NA,48.65,NA,NA
3229,47.15,57.58,61.77,62.35,66.27,NA
3230,53.26,NA,41.95,NA,NA,NA
3231,54.92,45.82,NA,NA,NA,NA
3232,62.22,62.54,67.98,74.25,NA,79.16
3233,32.59,37.99,45.23,57.5,57.36,54.39
3234,39.77,NA,NA,NA,NA,NA
3235,56.17,58.91,68.49,70.27,75.08,79.52
3236,38.93,48.49,NA,NA,NA,NA
3237,58.06,56.1,67.37,66.56,67.74,NA
3238,50.55,55.09,59.73,65.25,64.66,62.51
3239,NA,NA,NA,56,63.4,67.43
3240,45.97,57.65,57.77,62.01,65.58,NA
3241,39.91,45.13,48.66,54.24,53.92,54.06
3242,43.95,NA,NA,58.24,NA,70.79
3243,73.48,72.51,76.75,81.98,77.54,NA
3244,54.84,56.94,62.97,64.96,66,NA
3245,40.84,50.87,59.08,60.36,66.28,60.61
3246,NA,NA,NA,55.95,60.9,62.15
3247,NA,NA,NA,68.13,NA,NA
3248,NA,NA,NA,78.09,80.91,81.21
3249,NA,NA,NA,56.71,57.14,62.99
3250,58.97,70.46,NA,65.72,68.92,69.84
3251,62.25,68.2,74.3,79.06,78.46,83.63
3252,67.48,NA,NA,NA,NA,NA
3253,31.51,36.43,37.3,43.8,NA,NA
3254,NA,NA,NA,67.79,NA,65.69
3255,60.69,61.47,63.23,66.1,71.63,78.44
3256,61.19,58.45,61.93,62.53,NA,NA
3257,59.35,62.12,72.59,NA,65.57,NA
3258,NA,NA,NA,69.06,73.14,NA
3259,49.77,NA,NA,NA,NA,NA
3260,NA,NA,NA,66.07,61.97,NA
3261,NA,NA,NA,50.93,58.53,62.2
3262,NA,NA,NA,58.21,58.78,59.2
3263,42.97,49.69,66.96,63.23,64.5,61.3
3264,NA,NA,NA,46.3,NA,NA
3265,38.4,31.38,35.27,38.57,NA,NA
3266,NA,NA,NA,61.58,65.74,66.74
3267,NA,NA,NA,50.09,55.89,NA
3268,75.34,79.42,82.47,84.76,NA,NA
3269,NA,NA,NA,71.15,73.8,73.54
3270,NA,NA,NA,57.73,NA,NA
3271,57.85,53.34,59.78,NA,58.73,63.55
3272,53.02,52.09,59.55,63.25,NA,NA
3273,56.28,56.24,65.25,60.86,66.69,NA
3274,62.61,61.43,67,61.35,NA,NA
3275,40.12,49.11,NA,58.12,53.23,50.78
3276,48.85,50.71,62.56,63.72,NA,NA
3277,NA,NA,NA,63.2,55.5,65.23
3278,NA,NA,NA,57.8,60.33,68.35
3279,NA,NA,NA,54.95,56.15,60.46
3280,60.2,63.6,66.36,72.18,76.44,81.45
3281,54.6,60.84,NA,NA,NA,NA
3282,47.49,NA,41.14,65.76,NA,NA
3283,38.14,NA,NA,NA,NA,NA
3284,48.51,51.7,51.62,53.29,NA,58.66
3285,51.57,NA,NA,48.68,NA,NA
3286,56.94,58.83,63.2,66.62,67.02,70.8
3287,NA,NA,NA,65.84,68.64,66.02
3288,NA,NA,NA,66.85,NA,NA
3289,NA,NA,NA,42.42,42.18,40.61
3290,NA,NA,NA,51.78,54.39,52.91
3291,43.36,40.06,43.98,47.99,54.62,NA
3292,NA,NA,NA,42,52.05,48.52
3293,47.17,54.99,61.11,NA,NA,65.75
3294,NA,NA,NA,64.61,72,73.9
3295,35.28,42.09,37.85,47.08,NA,NA
3296,50.34,67.21,NA,73.42,71.85,72.25
3297,61.54,60.15,65.57,68.7,NA,NA
3298,NA,NA,NA,55.49,NA,66.32
3299,39.89,41.93,58.84,NA,NA,NA
3300,NA,NA,NA,69.52,71.76,75.86
3301,32.68,24.22,50.06,43.06,NA,NA
3302,41.12,49.48,55.7,53.5,60.1,68.54
3303,54.27,54.06,56.26,60.55,65.53,62.69
3304,NA,NA,NA,63.16,61.28,64.4
3305,41.51,37.28,41.56,NA,46.96,NA
3306,60.92,64.33,67.73,71.54,77.19,73.27
3307,52.16,48.4,63.95,69.31,67.56,NA
3308,46.28,36.76,37.51,NA,46.86,29.43
3309,35.96,40.57,48.22,47.85,49.9,NA
3310,NA,NA,NA,55.84,65.52,63.87
3311,56.56,58.24,NA,67.86,68.9,71.23
3312,NA,NA,NA,60.53,67.07,66.36
3313,NA,NA,NA,68.59,65.01,73.55
3314,38.64,49.08,63.25,62.64,62.24,NA
3315,52.39,58.68,64.63,68.63,70.39,NA
3316,NA,NA,NA,67.52,73.05,69.16
3317,56.58,59.67,65,65.31,64.06,59.88
3318,NA,NA,NA,48.96,51.07,50.56
3319,NA,NA,NA,69.41,NA,NA
3320,NA,NA,NA,48.24,44.7,NA
3321,NA,NA,NA,NA,NA,NA
3322,68.26,NA,69.29,73.94,NA,NA
3323,47.12,55.15,61.53,66.55,66.92,64.23
3324,51.39,59.16,63.86,70.97,71.71,74.4
3325,NA,NA,NA,62.91,NA,NA
3326,NA,NA,NA,62.53,69.78,74.84
3327,54.6,NA,61.01,NA,62.33,67.87
3328,NA,NA,NA,53.01,NA,NA
3329,47.24,NA,56.04,58.55,60.35,58.34
3330,57.81,50.1,67.9,66.51,NA,NA
3331,NA,NA,NA,77.14,79.03,82.15
3332,NA,NA,NA,59.93,60.91,69.76
3333,54.67,62.34,68.71,NA,68.9,70.73
3334,64.75,70.69,75.72,78.53,80.76,82.7
3335,NA,NA,NA,69.03,70.98,63.01
3336,52.78,55.45,56.99,NA,NA,NA
3337,NA,NA,NA,36.54,35.98,41.77
3338,48.05,44.28,49.18,54.76,52.81,53.77
3339,47.54,46.18,NA,NA,NA,NA
3340,NA,NA,NA,74.4,73.15,NA
3341,56.99,66.02,64.65,61.11,NA,NA
3342,75.61,NA,NA,NA,NA,NA
3343,45.95,46.55,49.5,NA,NA,NA
3344,39.99,39.82,44.96,45.77,60.02,59.81
3345,28.71,30.56,NA,32.8,37.5,NA
3346,NA,NA,NA,67.31,66.48,70.87
3347,NA,NA,NA,52.14,NA,NA
3348,NA,NA,NA,57.32,58.86,67.25
3349,NA,NA,NA,78.65,76.55,79.82
3350,53.37,48.46,51.51,55.5,NA,NA
3351,NA,NA,NA,66.27,63.36,67
3352,NA,NA,NA,63.64,65.4,69.65
3353,NA,NA,NA,63.56,NA,NA
3354,38.18,45.66,NA,NA,NA,NA
3355,60.34,74.37,NA,NA,NA,NA
3356,NA,NA,NA,60.52,65.79,NA
3357,NA,NA,NA,58.35,62.74,NA
3358,NA,NA,NA,78.59,82.49,87.25
3359,NA,NA,NA,56.88,53.26,60.79
3360,NA,NA,NA,52.4,NA,46.22
3361,53.28,48.35,NA,39.75,NA,NA
3362,41.01,45.76,NA,NA,NA,NA
3363,48.38,NA,47.89,NA,NA,NA
3364,NA,NA,NA,59.18,62.58,68.38
3365,48.99,NA,NA,NA,NA,NA
3366,51.51,60.48,55.55,70.68,NA,65.31
3367,NA,NA,NA,64.44,66.37,59.06
3368,45.91,NA,NA,40.95,NA,NA
3369,NA,NA,NA,64.26,62.99,58.26
3370,NA,NA,NA,NA,NA,NA
3371,NA,NA,NA,48.59,NA,NA
3372,NA,NA,NA,68.97,68.48,NA
3373,NA,NA,NA,57.44,NA,NA
3374,NA,NA,NA,59.77,50.95,57.19
3375,44.94,NA,NA,NA,NA,NA
3376,NA,NA,NA,58.17,57.97,63.99
3377,68.51,71.17,73.1,72.19,68.9,66.7
3378,34.52,35.39,42.14,45.3,NA,37.85
3379,NA,NA,NA,62.97,69.37,NA
3380,NA,NA,NA,72.28,NA,NA
3381,NA,NA,NA,44.44,NA,NA
3382,NA,NA,NA,57.57,62.98,66.71
3383,NA,NA,NA,NA,NA,NA
3384,50.23,51.45,49.21,NA,NA,NA
3385,NA,NA,NA,55.38,55.28,NA
3386,NA,NA,NA,57.78,NA,NA
3387,42.95,NA,NA,NA,38.22,NA
3388,49.86,57.3,62.39,64.62,71.39,NA
3389,65.83,74.88,83.09,81.63,82.79,86.41
3390,33.78,NA,NA,NA,NA,NA
3391,NA,NA,NA,66.74,71.86,77.1
3392,NA,NA,NA,51.83,56.14,60.83
3393,NA,NA,NA,NA,52.5,58.49
3394,NA,NA,NA,59.62,67.66,59.55
3395,41.9,45.97,57.43,57.71,62.62,NA
3396,NA,NA,NA,45.63,47.95,NA
3397,51.03,59.43,59.75,66.96,NA,NA
3398,52.64,NA,NA,59.99,67.37,66.9
3399,NA,NA,NA,61.99,56.88,56.12
3400,NA,NA,NA,64.09,68.5,NA
3401,50.86,58.85,62.3,66.6,69.07,74.57
3402,57.39,59.68,64.86,69.5,73.26,70.09
3403,NA,NA,NA,76.3,82.75,76.19
3404,NA,NA,NA,51.24,48.82,NA
3405,NA,NA,NA,49.64,NA,NA
3406,NA,NA,NA,49.77,NA,66.19
3407,NA,NA,NA,56.61,59.35,67.26
3408,NA,NA,NA,58.72,52.77,NA
3409,37.52,42.79,NA,NA,NA,NA
3410,38.1,46.08,NA,NA,NA,NA
3411,NA,NA,NA,54.83,NA,NA
3412,69.34,74.19,81.75,82.35,80.24,81.73
3413,NA,NA,NA,82.98,84.89,91.96
3414,NA,NA,NA,52.25,61.9,58.98
3415,NA,NA,NA,74,77.31,81.03
3416,53.69,NA,NA,NA,NA,NA
3417,49.66,NA,NA,NA,62.9,NA
3418,NA,NA,NA,50.83,65.12,69.98
3419,37.66,NA,NA,NA,NA,NA
3420,36.43,NA,41.12,NA,NA,NA
3421,47.68,42.95,58.15,60.64,NA,NA
3422,NA,NA,NA,52.1,NA,NA
3423,NA,NA,NA,57.64,54.23,53.95
3424,34.46,38.33,49.36,NA,NA,NA
3425,NA,NA,NA,69.49,NA,NA
3426,65.27,65.93,70.5,76.33,77.78,79.21
3427,NA,NA,NA,61.22,64.08,60.76
3428,NA,NA,NA,82.3,81.85,81.88
3429,49.58,54.02,58.82,NA,NA,57.6
3430,NA,NA,NA,86.72,NA,NA
3431,NA,NA,NA,53.64,62.41,NA
3432,NA,NA,NA,48.14,41.71,42.01
3433,47.18,56.84,55.97,65.42,NA,61.53
3434,69.11,77.12,77.21,80.33,NA,NA
3435,NA,NA,NA,51.98,60.65,55.2
3436,46.26,51.16,48.06,NA,NA,NA
3437,NA,NA,NA,48.29,53.25,64.89
3438,NA,NA,NA,55.12,71.02,70.84
3439,NA,NA,NA,70.33,74.93,74.25
3440,57.74,NA,NA,NA,68.02,79.18
3441,NA,NA,NA,62.47,70.01,68.55
3442,54.12,46.6,63.36,NA,NA,NA
3443,NA,NA,NA,49.36,NA,NA
3444,NA,NA,NA,47.89,42.57,NA
3445,79.07,78.48,82.34,83.76,NA,NA
3446,NA,NA,NA,71.09,68.17,62.16
3447,NA,NA,NA,45.41,NA,NA
3448,NA,NA,NA,69.33,77.12,78.85
3449,45.85,34.58,54.88,NA,NA,NA
3450,NA,NA,NA,72.26,81.21,81.18
3451,39.49,44.75,NA,NA,NA,NA
3452,39.36,48.48,50.61,NA,NA,NA
3453,56.12,63.19,62.39,72.52,NA,NA
3454,59.95,NA,60.41,NA,NA,NA
3455,44.04,49.01,NA,NA,NA,NA
3456,39.68,NA,NA,NA,NA,NA
3457,70.34,72.81,74.53,76.53,73.82,73.38
3458,53.59,NA,64.14,NA,NA,NA
3459,NA,NA,NA,59.61,58.21,NA
3460,55.3,46.98,61.11,57.23,57.13,NA
3461,NA,NA,NA,42.49,50.88,56.32
3462,48.31,NA,NA,NA,54.54,76.7
3463,48.9,52.24,54.78,48.93,51.67,NA
3464,NA,NA,NA,59.95,64.74,67.77
3465,NA,NA,NA,35.64,NA,NA
3466,32.4,47.78,NA,NA,NA,NA
3467,NA,NA,NA,59.3,NA,NA
3468,NA,NA,NA,51.8,45.71,NA
3469,NA,NA,NA,41.91,49.44,41.53
3470,60.03,63.17,NA,66.57,59.15,70.03
3471,NA,NA,NA,63.94,66.26,68.71
3472,NA,NA,NA,NA,37.16,NA
3473,NA,NA,NA,64.01,66.92,71.47
3474,NA,NA,NA,57.87,62.11,NA
3475,53.79,51.77,60.65,64.18,62.57,61.77
3476,44.27,30.04,36.29,42.28,42.78,NA
3477,60.17,61.84,64.41,72.91,71.99,NA
3478,NA,NA,NA,53.77,63.25,61.08
3479,55.98,58.94,61.68,68.39,NA,NA
3480,68.76,66.68,71.36,79.73,NA,84.04
3481,61.39,64.89,68.6,62.45,71.38,NA
3482,59.4,NA,NA,NA,NA,NA
3483,52.3,56.48,55.33,47.88,NA,NA
3484,69.04,61.35,70,73.35,66.49,77.22
3485,NA,NA,NA,38.4,50.09,NA
3486,NA,NA,NA,52.74,54.99,64.17
3487,47.08,47.07,40.25,43.61,36.75,NA
3488,63.61,70.72,73.77,78.26,NA,NA
3489,46.73,52.02,52.43,60.18,66.78,63.06
3490,NA,NA,NA,42.72,NA,NA
3491,NA,NA,NA,56.38,54.17,58.76
3492,NA,NA,NA,55.92,67.02,61.44
3493,48.37,52.8,64.99,70.37,73.26,72.09
3494,65.02,71.22,65.79,77.38,82.85,86.06
3495,NA,NA,NA,45.97,48.12,NA
3496,53.39,51.64,61.6,60.78,60.32,NA
3497,53.15,61.37,54.7,59.4,NA,53.78
3498,NA,NA,NA,50.53,59.66,NA
3499,55.23,NA,NA,NA,NA,NA
3500,42.25,46.63,50.62,52.51,NA,NA
3501,NA,NA,NA,NA,62.06,69
3502,NA,NA,NA,63.65,68.18,63
3503,NA,NA,NA,NA,NA,NA
3504,NA,NA,NA,62.72,61.16,65.56
3505,NA,NA,NA,70.93,NA,NA
3506,NA,NA,NA,53.42,60.44,NA
3507,NA,NA,NA,68.28,NA,NA
3508,48.3,46.3,59.52,NA,NA,NA
3509,NA,NA,NA,44.55,59.83,64.36
3510,57.48,NA,NA,NA,NA,NA
3511,55.75,49.2,49.42,59.76,58.2,62.72
3512,NA,NA,NA,43.56,NA,NA
3513,69.07,71.65,75.58,77.37,80.66,87.36
3514,NA,NA,NA,62.46,61.15,NA
3515,46.2,59.65,60.12,56.04,56,55.2
3516,NA,NA,NA,63.08,NA,NA
3517,NA,NA,NA,72.95,NA,NA
3518,NA,NA,NA,33.23,35.39,NA
3519,NA,NA,NA,69.42,76.36,78.19
3520,40.39,NA,NA,NA,NA,NA
3521,NA,NA,NA,48.79,NA,NA
3522,46.16,44.08,NA,36.27,37.51,NA
3523,NA,NA,NA,69.41,71.49,69.44
3524,52.02,NA,37.5,44.79,NA,NA
3525,NA,NA,NA,55.59,55.99,NA
3526,NA,NA,NA,57.73,70.4,70.93
3527,53.85,55.12,61.16,65.42,NA,NA
3528,NA,NA,NA,65.65,62.75,NA
3529,NA,NA,NA,75.31,81.05,78.73
3530,41.41,39.59,50.27,50.37,61.02,NA
3531,NA,NA,NA,44.1,59.84,66.48
3532,50.74,64.66,65.63,NA,53.03,NA
3533,NA,NA,NA,42.07,42.85,39.98
3534,57.14,58.3,64.25,64.2,66.08,NA
3535,NA,NA,NA,NA,NA,NA
3536,NA,NA,NA,62.94,69.19,71.78
3537,68.25,65.64,NA,81.13,82.08,NA
3538,42.04,44.19,NA,NA,NA,NA
3539,65.47,65.27,69.56,73.68,77.59,NA
3540,NA,NA,NA,81.56,83.6,NA
3541,43,54.53,57.66,66.13,62.65,55.48
3542,NA,NA,NA,55.05,NA,NA
3543,37.78,53.08,51.37,55.37,54.8,51.56
3544,NA,NA,NA,78.58,82.49,NA
3545,74.02,74.2,NA,NA,NA,NA
3546,NA,NA,NA,51.79,49.18,54.87
3547,34.39,41.25,53.14,NA,NA,NA
3548,38.78,39.54,40.83,52.63,NA,NA
3549,47.96,58.85,62.3,59.1,57.83,76.19
3550,52.86,NA,NA,NA,NA,NA
3551,48.61,53.53,NA,NA,NA,NA
3552,NA,NA,NA,58.56,53.93,59.78
3553,67.28,63.97,NA,78.32,86.01,83.55
3554,NA,NA,NA,38.07,54.51,57.08
3555,31.9,30.71,59.98,61.85,NA,76.56
3556,49.29,41.16,NA,NA,NA,NA
3557,NA,NA,NA,74.41,83.6,81.82
3558,NA,NA,NA,46.73,58.24,53.5
3559,60.12,55.41,55.4,NA,57.56,NA
3560,NA,NA,NA,39.69,43.5,NA
3561,43.69,49.74,NA,NA,NA,55.51
3562,64.91,NA,NA,NA,NA,NA
3563,54.8,54.82,66.2,67.44,NA,NA
3564,60.02,54.35,66.03,NA,74.99,NA
3565,NA,NA,NA,66.46,70.21,69.83
3566,NA,NA,NA,69.06,72.92,72.78
3567,NA,NA,NA,60.35,63.4,NA
3568,NA,NA,NA,52.67,52.55,50.48
3569,44.57,58.41,61.39,65.13,67.6,67.93
3570,43.8,44.14,62.47,62.79,NA,70.21
3571,45.91,46.57,45.4,NA,NA,NA
3572,45.55,36.46,36.89,34.42,36.29,NA
3573,NA,NA,NA,51.88,61.14,NA
3574,NA,NA,NA,48.45,48.95,44.63
3575,NA,NA,NA,50.04,53.98,NA
3576,58.48,59.71,65.61,NA,56.49,NA
3577,44.4,NA,58.6,NA,NA,NA
