CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
3932,NA,NA,NA,71.92,72.08,66.62
3933,44.69,48.01,42.67,49.46,54.94,NA
3934,59.19,65.87,67.83,68.14,68.82,74.78
3935,53.67,52.58,60.5,59.87,65.44,64.73
3936,46.49,NA,NA,NA,NA,NA
3937,36.75,40.62,NA,NA,NA,NA
3938,NA,NA,NA,74.21,82.33,82.78
3939,NA,NA,NA,46.98,NA,NA
3940,49.45,65.65,69.59,69.2,67.79,65.12
3941,NA,NA,NA,68.46,71.96,70.15
3942,NA,NA,NA,71.15,NA,72.14
3943,40.11,44.72,49.51,50.65,49.69,42.96
3944,50.39,53.28,NA,NA,NA,NA
3945,NA,NA,NA,45.52,43.53,43.89
3946,43.42,56.44,57.23,70.24,69.92,72.22
3947,46.48,52.94,NA,NA,NA,NA
3948,45.16,NA,45.81,NA,NA,NA
3949,58.24,77.02,72.72,79.2,NA,NA
3950,NA,56.25,57.54,NA,NA,NA
3951,55.51,NA,NA,52.34,58.7,NA
3952,NA,NA,NA,76.45,83.31,84.73
3953,56.54,68.02,61.68,NA,68.24,63.93
3954,49.08,NA,53.5,54.89,61.08,57.63
3955,48.02,43.62,NA,NA,NA,NA
3956,53.87,57.64,63.83,61.39,65.74,66.55
3957,58.02,NA,NA,NA,NA,NA
3958,60.54,63.77,68.69,62.22,75.67,81.88
3959,NA,NA,NA,57.05,60.63,NA
3960,55.74,54.05,63.29,NA,NA,NA
3961,NA,NA,NA,46.25,53.07,57.19
3962,58.42,51.02,51.44,NA,NA,NA
3963,NA,NA,NA,46.17,NA,NA
3964,NA,NA,NA,65.68,NA,NA
3965,50.75,55.46,58.62,65.36,62.46,58.96
3966,64.38,65.67,66.02,63.79,66.18,79.33
3967,55,63.56,70.22,72.07,81.66,75.23
3968,NA,NA,NA,79.45,81.73,79.2
3969,66.86,66.59,71.07,73.85,77.97,84.27
3970,47.28,53.13,57.94,65.63,62.81,58.13
3971,64.8,67.85,68.01,72.95,NA,NA
3972,NA,NA,NA,50.71,56.95,53.48
3973,59.44,61.48,64.43,70.8,68.65,68.03
3974,NA,NA,NA,53.97,NA,NA
3975,NA,NA,NA,52.34,58.5,NA
3976,48.36,43.46,50.54,45.45,NA,NA
3977,NA,NA,NA,34.64,35.68,NA
3978,NA,NA,NA,62.23,69.01,65.97
3979,NA,NA,NA,45.7,56.28,56.86
3980,NA,NA,NA,47.07,53.6,59.51
3981,NA,NA,NA,56.88,57.19,65.92
3982,46.91,59.35,63.64,70.47,71.54,81.68
3983,NA,NA,NA,57.34,55.45,NA
3984,56.02,60.55,66.27,70.37,75.82,71.87
3985,50.46,56.74,62.74,69.95,NA,NA
3986,NA,NA,NA,58.71,NA,NA
3987,42.86,40.76,37.79,49.46,NA,NA
3988,62.8,55.67,63.18,NA,NA,NA
3989,NA,NA,NA,50.85,58.98,NA
3990,NA,NA,NA,75.29,NA,NA
3991,NA,NA,NA,56.44,66.05,68.01
3992,27.1,39.07,38.47,44.07,45.42,NA
3993,NA,NA,NA,41.41,56.59,NA
3994,NA,NA,NA,55.06,NA,60.93
3995,60.78,NA,71.12,74.98,81.2,NA
3996,41.86,40.51,46.73,NA,NA,NA
3997,63.11,63.42,64.8,NA,51.3,NA
3998,54.84,57.44,66.62,62.69,NA,NA
3999,46.17,53.53,NA,NA,NA,65.05
4000,64.19,65.84,74.53,NA,NA,NA
4001,NA,NA,NA,50.59,47.45,51.83
4002,NA,NA,NA,80.96,77.33,81.4
4003,NA,NA,NA,60.68,61.85,66.62
4004,41.16,35.87,40.97,NA,NA,NA
4005,NA,NA,NA,39.44,NA,NA
4006,NA,NA,NA,NA,NA,NA
4007,37.83,41.11,59.9,NA,NA,NA
4008,44.22,44.71,51.69,56.31,55.71,NA
4009,68.95,73.94,79.11,82.88,85.8,82.62
4010,NA,NA,NA,49.7,NA,NA
4011,31.89,29.78,38.74,35.73,NA,35.23
4012,51.81,58.82,60.05,62.68,59.09,61.77
4013,NA,NA,NA,61.77,NA,NA
4014,62.6,60.7,65.08,69.95,63.7,NA
4015,62.58,70.46,67.18,65.64,73.28,77.9
4016,44.93,43.15,48.17,NA,NA,NA
4017,NA,NA,NA,58.01,63.96,58.28
4018,36.03,30.59,NA,NA,NA,59.54
4019,NA,NA,NA,38.93,NA,NA
4020,49.67,NA,NA,54.42,NA,NA
4021,NA,NA,NA,64.37,63.09,64.78
4022,39.47,37.09,52.87,47.44,48.22,NA
4023,59.83,63.45,65.31,71.83,NA,NA
4024,49.18,NA,NA,35.25,NA,NA
4025,NA,52.17,63.51,65.83,75.5,68.66
4026,NA,NA,NA,55.53,54.53,51.64
4027,50.78,47.96,53.89,NA,NA,43.25
4028,64.38,67.4,NA,NA,NA,NA
4029,71.17,66.49,80.92,79.54,81.96,86.54
4030,65.25,72.79,73.72,74.88,NA,NA
4031,68.82,70.44,NA,NA,NA,NA
4032,NA,NA,NA,45.18,NA,NA
4033,NA,NA,NA,69.33,67.39,76.34
4034,59.18,65.77,69.51,69.69,NA,NA
4035,44.37,50.19,53.41,NA,NA,NA
4036,NA,NA,NA,43.95,NA,NA
4037,NA,NA,NA,NA,NA,NA
4038,57.84,66.14,74.63,77.04,82.6,79
4039,41.99,NA,36.91,NA,NA,NA
4040,NA,NA,NA,58.88,NA,NA
4041,NA,NA,NA,NA,NA,NA
4042,52.39,NA,NA,NA,NA,NA
4043,48.26,NA,NA,NA,NA,77.74
4044,NA,NA,NA,69.67,77.83,82.55
4045,NA,NA,NA,66.58,64.06,60.44
4046,NA,NA,NA,65.59,72.48,NA
4047,NA,NA,NA,48.79,69.49,NA
4048,NA,NA,NA,78.51,NA,NA
4049,NA,NA,NA,59.77,71.85,70.25
4050,NA,NA,NA,55.29,NA,52.96
4051,45.74,53.91,65.75,68.73,68.4,NA
4052,NA,NA,NA,76.4,NA,NA
4053,49.04,NA,56.52,53.33,NA,NA
4054,32.54,37.27,NA,NA,NA,NA
4055,NA,NA,NA,57.94,73.01,74.66
4056,38.36,32.03,NA,NA,NA,NA
4057,61.62,68.79,74.64,79.22,77.02,NA
4058,34.33,NA,35.63,38.85,NA,NA
4059,50.33,NA,NA,NA,NA,NA
4060,NA,NA,NA,68.46,68.14,69.63
4061,NA,NA,NA,49.76,62.99,66.01
4062,NA,NA,NA,62.41,NA,NA
4063,55.16,63.88,62.99,62.02,64.3,66.85
4064,53.9,71.44,74.5,81.75,NA,NA
4065,NA,NA,NA,NA,NA,NA
4066,NA,NA,NA,57.34,NA,49.87
4067,35.07,30.76,NA,NA,NA,NA
4068,NA,NA,NA,44.49,40.01,NA
4069,49.63,NA,55.45,71.19,NA,NA
4070,NA,NA,NA,60.42,71.47,71.08
4071,59.96,62.66,70.87,69.69,71.04,NA
4072,34.05,39.63,37.47,40.99,42.46,48.62
4073,46.29,44.75,49.62,NA,65.62,73.76
4074,NA,NA,NA,47.06,NA,NA
4075,NA,NA,NA,56.54,NA,NA
4076,50.63,43.72,59.52,62.34,63.18,73.35
4077,46.55,50.69,64.34,62.2,NA,60.52
4078,66.09,66.33,68.31,65.87,69.82,NA
4079,NA,NA,NA,63.57,63.34,65.82
4080,NA,NA,NA,67.74,69.83,71.49
4081,NA,NA,NA,60.03,69.51,NA
4082,33.59,55.26,56.07,NA,NA,NA
4083,45.37,53.86,56.38,60.01,61.37,59.4
4084,41.84,37.54,31.33,27.43,24.44,NA
4085,NA,NA,NA,72.6,80.77,75.75
4086,42.22,53.14,50.46,57.34,NA,65.47
4087,58.6,57.35,72.71,75.02,74.73,75.75
4088,37.44,52.59,NA,NA,NA,NA
4089,52.47,63.67,64.62,NA,72.01,73.05
4090,38.5,53.24,56.68,50.83,47.21,45.37
4091,46.89,57.02,62.79,65.39,NA,NA
4092,40.74,46.38,43.4,NA,NA,NA
4093,47.26,NA,44.7,NA,NA,NA
4094,60.2,70,70.5,72.16,82.85,84
4095,43.55,40.47,52.11,57.73,NA,55.26
4096,NA,NA,NA,46.64,42.52,37.23
4097,45.64,49.6,41.26,48.59,52.15,NA
4098,NA,NA,NA,55.02,58.78,63.67
4099,63.72,60.17,NA,NA,NA,NA
4100,NA,NA,NA,71.84,66.4,69.48
4101,NA,NA,NA,46.84,NA,NA
4102,NA,NA,NA,71.9,75.55,NA
4103,NA,NA,NA,54.4,62.64,NA
4104,60,NA,59.14,59.98,70.1,73.35
4105,NA,NA,NA,50,60.95,NA
4106,NA,NA,NA,51.43,50.37,NA
4107,55.05,47.86,60.77,65.22,NA,NA
4108,52.32,56.91,65.27,NA,NA,68.91
4109,NA,NA,NA,43.59,NA,47.89
4110,NA,NA,NA,54.64,54.94,NA
4111,NA,NA,NA,81.8,85,90.68
4112,NA,NA,NA,64.1,66.56,62.71
4113,NA,NA,NA,55.88,NA,NA
4114,51.08,NA,NA,NA,NA,NA
4115,NA,NA,NA,56.18,61.37,NA
4116,39.58,57.49,NA,NA,61.46,NA
4117,NA,NA,NA,73.22,81.75,81.05
4118,NA,NA,NA,64.44,NA,NA
4119,62.52,60.39,65.82,67.27,75.27,79.69
4120,60.07,NA,64.24,67.95,65.34,NA
4121,38.4,38.68,33.31,32.63,NA,40.38
4122,49.69,NA,44.26,62.45,NA,60.09
4123,NA,NA,NA,56.87,59.67,59.88
4124,55.36,62.26,67.86,73.95,76.53,82.58
4125,52.24,60.08,NA,NA,NA,NA
4126,NA,NA,NA,51.33,55.53,58.94
4127,31.33,NA,NA,35.28,43.32,NA
4128,54.06,65.26,68.75,71.8,73.5,73.73
4129,NA,NA,NA,66.51,68.2,73.39
4130,55.18,67.39,64.47,73.61,NA,NA
4131,38.48,36.07,51.12,41.85,49.96,NA
4132,NA,NA,NA,43.11,NA,41.49
4133,NA,NA,NA,74.71,75.56,NA
4134,40.67,32.16,45.06,49.55,NA,NA
4135,65.42,64.67,63.85,69.84,NA,66.08
4136,51.28,NA,NA,NA,NA,NA
4137,NA,NA,NA,58.08,NA,NA
4138,51.69,54.48,60.15,53.62,53.48,60.77
4139,NA,NA,NA,69.32,74.53,77.67
4140,NA,NA,NA,70.13,76.97,NA
4141,36.15,67.11,NA,NA,NA,NA
4142,NA,NA,NA,50.73,NA,NA
4143,NA,NA,NA,64.57,63.79,60.22
4144,NA,NA,NA,47.63,53.12,68.57
4145,NA,NA,NA,64.95,67.63,NA
4146,NA,NA,NA,58.11,NA,62.27
4147,55.94,NA,55.08,55.36,NA,NA
4148,54.2,59.05,66.68,78.86,76.67,NA
4149,NA,NA,NA,40.57,NA,NA
4150,44.85,56.02,52.11,NA,NA,NA
4151,NA,NA,NA,52.11,63.73,62.3
4152,58.38,61.98,70.75,NA,NA,77.82
4153,NA,NA,NA,59.84,NA,NA
4154,52.88,50.05,48.61,45.54,NA,NA
4155,NA,NA,NA,NA,44.47,52.89
4156,NA,NA,NA,79.36,81.2,84.85
4157,44.79,48.56,66.53,65.81,67.5,66.64
4158,NA,NA,NA,59.17,64.26,64.54
4159,61.09,NA,66.32,69.76,72.46,72.68
4160,33.25,29.04,36.43,35.91,39.77,NA
4161,NA,NA,NA,63.93,NA,NA
4162,33.95,36.01,42.31,51.75,NA,NA
4163,65.14,67.55,78.84,73.17,NA,73.43
4164,39.87,NA,38.76,57.76,NA,NA
4165,56.08,NA,71.66,71.52,79.13,NA
4166,43.59,NA,NA,NA,NA,NA
4167,55.54,NA,NA,NA,NA,NA
4168,52.05,56.05,56.99,48.57,60.7,56.91
4169,NA,NA,NA,66.62,64.87,NA
4170,46.32,NA,NA,NA,NA,NA
4171,45.53,38.34,46.74,NA,NA,NA
4172,NA,NA,NA,48.34,NA,NA
4173,64.06,67.28,67.15,NA,NA,NA
4174,NA,NA,NA,66.23,71.98,67.08
4175,62.61,NA,NA,NA,NA,NA
4176,NA,NA,NA,47.86,NA,NA
4177,NA,NA,NA,70.45,64.76,NA
4178,NA,NA,NA,71.19,65.41,65.29
4179,48.58,49.33,46.17,50.12,48.3,NA
4180,67.16,NA,NA,NA,NA,NA
4181,64.72,68.17,77.37,78.46,82.77,84.11
4182,59.55,62.27,67.7,67.52,68.78,NA
4183,49.66,53.31,NA,NA,NA,NA
4184,NA,NA,NA,62.54,67.62,66.37
4185,NA,NA,NA,63.85,NA,NA
4186,54.07,58.65,NA,63.64,56.67,NA
4187,74.55,77.05,84.68,81.64,88.3,88.91
4188,78.53,81.09,88.38,91.08,89.84,93.35
4189,NA,NA,NA,67.97,65.25,69.37
4190,NA,NA,NA,68.14,72.39,75.38
4191,NA,NA,NA,46.91,NA,NA
4192,NA,NA,NA,50.57,47.33,49.16
4193,58.29,60.05,62.73,NA,71.61,76.94
4194,NA,NA,NA,61.89,65.1,NA
4195,58.67,NA,NA,NA,NA,NA
4196,47.42,46.98,66.85,NA,NA,77.3
4197,NA,NA,NA,51.96,52.56,62.08
4198,45.76,56.29,60.49,64.78,64.02,62.93
4199,NA,NA,NA,55.79,NA,NA
4200,NA,NA,NA,74.52,79.78,83.65
4201,27.24,32.21,33.75,NA,NA,NA
4202,53.59,50.94,63.44,64.05,NA,40.64
4203,NA,NA,NA,64.84,63.92,71.99
4204,52.13,56.08,57.35,66.56,67.12,68.2
4205,57.71,70.71,76.83,77.03,NA,NA
4206,NA,NA,NA,63.22,60.79,64.78
4207,NA,NA,NA,75.7,78.69,84.63
4208,36.29,37.66,NA,NA,NA,NA
4209,58.45,61.67,NA,NA,NA,NA
4210,34.28,33.27,NA,NA,NA,NA
4211,72.8,73.5,79.04,NA,86.89,86.08
4212,46.27,52.63,55.6,57.32,NA,56.42
4213,NA,NA,NA,56.29,69.35,NA
4214,NA,NA,NA,50.72,48.43,NA
4215,53.97,58.8,63.03,NA,73.92,NA
4216,40.27,36.93,39.45,38.83,45.99,50.76
4217,59.27,67.88,65.77,65.6,75.1,74.89
4218,56.5,59.14,63.81,70.74,78.39,86.17
4219,NA,NA,NA,47.59,NA,NA
4220,45.22,57.26,63.63,65.58,66.5,NA
4221,58.44,61.56,69.12,73.49,75.24,81.29
4222,NA,NA,NA,68.96,65.89,71.52
4223,NA,NA,NA,56.38,63.31,71.63
4224,NA,NA,NA,52.83,50.01,NA
4225,54.28,51.48,52.39,55.27,54.97,61.73
4226,NA,NA,NA,65.44,67.4,66.48
4227,NA,NA,NA,55.29,NA,NA
4228,NA,NA,NA,62.37,63.82,63.43
4229,35.5,51.57,56.51,61.73,NA,56.48
4230,55.79,52.08,43.77,55.06,64.31,NA
4231,54.04,53.72,62.85,56.5,NA,NA
4232,NA,NA,NA,61.46,75.7,82.04
4233,52.23,64.73,74.6,76.49,NA,NA
4234,NA,NA,NA,70.43,NA,NA
4235,66.62,65.1,72.67,65.95,72.6,NA
4236,39.12,37.61,NA,NA,NA,NA
4237,NA,NA,NA,44.25,46.58,NA
4238,NA,NA,NA,56.66,51.08,50.56
4239,NA,NA,NA,61.22,62.8,68.71
4240,NA,NA,NA,60.14,67.47,NA
4241,NA,NA,NA,51.04,53.57,60.94
4242,NA,NA,NA,60.73,62.65,67.47
4243,42.9,48.41,67.76,68.06,NA,NA
4244,NA,NA,NA,71.05,76.32,76.56
4245,NA,NA,NA,43.19,NA,NA
4246,55.61,50.68,NA,NA,NA,NA
4247,62.14,62.22,60.95,62.52,66.05,72.93
4248,56.99,55.36,62.47,68.08,NA,70.24
4249,44.62,68.54,77.01,75.2,82.16,NA
4250,63.53,73.86,78.58,NA,NA,84.32
4251,70.28,NA,74.77,68.12,NA,NA
4252,NA,NA,NA,54.7,NA,NA
4253,NA,NA,NA,77.07,80,78.77
4254,29.43,41.84,43.88,40.07,45.82,43.63
4255,NA,NA,NA,74.77,79.96,74.65
4256,NA,NA,NA,74.3,73.71,74.35
4257,NA,NA,NA,51.37,45.29,53.39
4258,NA,NA,NA,52.5,55.53,NA
4259,NA,NA,NA,NA,NA,62.5
4260,NA,NA,NA,49.33,55.11,51.98
4261,49.1,NA,54.62,NA,NA,NA
4262,67.55,60.65,NA,NA,NA,NA
4263,36.08,36.42,32.31,NA,NA,NA
4264,57.6,56.28,67.87,69.24,73.04,75.28
4265,NA,NA,NA,55.91,NA,54.14
4266,60.06,NA,71.88,81.88,86.48,NA
4267,34.43,NA,NA,NA,NA,NA
4268,70.74,69.84,61.77,72.24,71.3,NA
4269,55.28,56.54,63.49,63.23,NA,NA
4270,NA,NA,NA,64.54,68.04,71.4
4271,NA,NA,NA,56.27,NA,NA
4272,47.57,48.08,51.67,48.82,52.28,NA
4273,NA,NA,NA,60.59,59.4,60.85
4274,58,41.17,61.84,57.64,53.18,NA
4275,NA,NA,NA,61.7,61.97,59.21
4276,67.06,72.52,68.33,70.22,NA,73.83
4277,NA,NA,NA,47.22,NA,NA
4278,NA,NA,NA,75.44,81.34,NA
4279,50.71,46.4,38.68,60.58,NA,NA
4280,52.39,56.71,55.64,50.83,64.83,NA
4281,NA,NA,NA,64.84,69.17,NA
4282,NA,NA,NA,66.04,NA,65.07
4283,NA,NA,NA,55.01,NA,55.71
4284,NA,NA,NA,61.57,63.34,62.41
4285,NA,NA,NA,57.84,63.87,NA
4286,60.01,NA,56.76,NA,NA,NA
4287,71.12,71.48,73.29,77.35,85.49,83.52
4288,NA,NA,NA,49.77,53.38,62.16
4289,38.4,43.19,NA,NA,NA,NA
4290,NA,NA,NA,70.42,73.03,74.61
4291,62.42,63.27,72.41,71.9,67.46,66.21
4292,48.86,60.06,59.34,NA,71.26,72.24
4293,55.32,NA,63.64,64.77,71.18,NA
4294,56.47,58.53,57.14,55.76,57.67,63.45
4295,58.21,64.68,64.61,NA,71.92,NA
4296,NA,NA,NA,78.74,82.8,NA
4297,43.19,37.53,55,58.68,54.36,NA
4298,51.97,42.36,52.22,NA,NA,NA
4299,NA,NA,NA,36.15,42.31,38.62
4300,NA,NA,NA,45.82,51.43,57.55
4301,41.58,39.71,NA,NA,59.06,NA
4302,60.14,51.02,57.59,63.92,62.93,NA
4303,43.99,NA,46.32,NA,NA,NA
4304,NA,NA,NA,51.58,NA,NA
4305,54.2,52.84,NA,NA,NA,NA
4306,NA,NA,NA,67.88,71.12,NA
4307,NA,NA,NA,57.15,56.65,66.56
4308,51.64,NA,NA,70.2,NA,NA
4309,37.21,51.07,NA,NA,NA,NA
4310,NA,NA,NA,65.62,66.86,NA
4311,32.33,33.55,43.9,NA,NA,NA
4312,54.23,54.55,53.93,NA,NA,NA
4313,NA,NA,NA,72.95,NA,NA
4314,36.29,36.15,43.56,47.56,57.46,54.65
4315,NA,NA,NA,45.7,NA,58.15
4316,NA,NA,NA,59.54,56.21,67.31
4317,NA,NA,NA,53.76,NA,NA
4318,56.84,61.17,66.45,67.59,67.61,NA
4319,NA,NA,NA,61.36,65.7,NA
4320,53.57,NA,NA,NA,45.43,NA
4321,NA,NA,NA,76.6,74.8,71.03
4322,NA,NA,NA,62.14,69.63,64.62
4323,NA,NA,NA,65.6,69.26,69.94
4324,NA,NA,NA,62.91,71.01,70.07
4325,43.48,48.16,NA,42.46,42.58,44.32
4326,44.97,49.01,NA,50.31,48.15,60.94
4327,NA,NA,NA,63.64,63.45,72.07
4328,NA,NA,NA,68.24,76.06,83.46
4329,NA,NA,NA,49.03,NA,NA
4330,57.71,68.29,68.37,74.34,78.59,NA
4331,30.73,39.09,NA,NA,NA,NA
4332,63.53,62.21,67.69,NA,NA,NA
4333,NA,NA,NA,71.12,73.75,75.35
4334,51.99,61.54,64.76,67.8,NA,NA
4335,58.29,62.6,67.95,78.7,NA,75.55
4336,NA,NA,NA,52.21,NA,NA
4337,63.13,NA,57.91,65.13,65.4,NA
4338,39.45,35.55,NA,NA,NA,NA
4339,40.24,38.01,NA,NA,NA,NA
4340,NA,NA,NA,42.95,NA,NA
4341,NA,NA,NA,53.53,NA,NA
4342,NA,NA,NA,55.86,74.22,69.51
4343,NA,NA,NA,47.68,53.02,50.14
4344,NA,NA,NA,65.61,64.21,66.25
4345,NA,NA,NA,47.48,NA,NA
4346,49.05,63.67,69.83,75.36,69.82,63.64
4347,40.46,37.48,NA,NA,52.32,NA
4348,NA,NA,NA,43.56,NA,37.78
4349,38.13,NA,NA,51.37,NA,NA
4350,NA,NA,NA,NA,NA,63.23
4351,38.75,38.84,NA,NA,NA,NA
4352,NA,NA,NA,47.08,51.78,59.26
4353,46.15,56.98,56.9,59.8,NA,NA
4354,59.69,64.73,67.25,73.01,74.61,NA
4355,65.31,65.6,47.05,51.64,56.68,NA
4356,48.95,59.72,NA,54.26,63.06,60.83
4357,60.39,67.37,70.7,72.12,72.82,67.16
4358,45.49,46.09,54.51,NA,NA,NA
4359,54.38,56.11,62.42,69.81,NA,NA
4360,NA,NA,NA,47.86,62.32,58.79
4361,31.95,55.15,50.23,66.1,NA,NA
4362,59.15,62.13,69.68,NA,NA,NA
4363,57.01,60.94,68.87,72.99,75.18,NA
4364,NA,NA,NA,47.64,NA,NA
4365,63.65,71.99,78.29,79.29,80.28,84.83
4366,58.96,50.18,64.4,73.36,NA,NA
4367,NA,NA,NA,59.43,67.16,66.12
4368,NA,NA,NA,49.24,NA,NA
4369,51.98,56.27,60.48,62.29,67.88,NA
4370,NA,NA,NA,58.84,58.45,55.34
4371,NA,NA,NA,NA,NA,65.13
4372,50.6,NA,NA,59.59,60.12,NA
4373,49.88,59,64.56,70.4,64.87,65.08
4374,49.8,59.89,55.04,62.6,60.59,58.09
4375,54.4,52.78,NA,NA,NA,NA
4376,NA,NA,NA,64.15,NA,NA
4377,NA,NA,NA,54.89,48.49,NA
4378,NA,NA,NA,67.48,74.55,NA
4379,50.74,59.25,52.64,45.87,NA,NA
4380,NA,NA,NA,69.68,76.56,72.93
4381,37.62,34.17,32.71,35.54,32.92,NA
4382,65.59,70.78,75.04,71.07,NA,79.02
4383,NA,NA,NA,71.92,73.28,75.35
4384,NA,NA,NA,NA,68.52,69.24
4385,NA,NA,NA,NA,NA,NA
4386,62.32,59.69,NA,NA,75.15,NA
4387,44.39,50.42,58.75,57.48,NA,NA
4388,NA,NA,NA,71.37,NA,NA
4389,51.72,52.86,NA,NA,NA,62.15
4390,59.12,56.14,64.46,68.54,68.41,74.34
4391,NA,NA,NA,60.02,60.67,NA
4392,NA,NA,NA,70.2,68.58,NA
4393,NA,NA,NA,54.36,NA,NA
4394,NA,NA,NA,45.19,48.54,58.7
4395,45.65,63.2,63.43,66.98,66.98,67.21
4396,50.2,45.81,47.7,44.97,NA,NA
4397,70.14,68.54,78.74,81.94,79.26,NA
4398,41.94,47.16,48.34,46.12,39.37,NA
4399,NA,NA,NA,53.09,NA,NA
4400,NA,NA,NA,58.18,53.68,56.86
4401,72.3,55.55,71.4,NA,73.08,NA
4402,37.06,36.89,40.2,NA,NA,NA
4403,NA,NA,NA,56.75,52.1,NA
4404,NA,NA,NA,55.2,62.38,69.6
4405,49.24,NA,38.34,47.65,NA,NA
4406,54,55.6,61.76,61.14,65.63,63.16
4407,58.09,NA,NA,54.02,NA,NA
4408,61.21,65.78,70.65,75,76.85,NA
4409,NA,NA,NA,57.33,NA,53.46
4410,59.36,NA,NA,60.78,NA,NA
4411,49.16,NA,NA,NA,NA,NA
4412,NA,NA,NA,52.64,60.73,NA
4413,NA,NA,NA,57.75,64.81,67.3
4414,NA,NA,NA,57.4,64.29,NA
4415,38.73,64.55,NA,NA,54.09,NA
4416,37.12,46.34,57.45,53.97,51.09,NA
4417,52.84,57.61,62.07,68.34,66.26,68.56
4418,32.67,36.53,40.81,35.12,49.73,NA
4419,50.2,65.11,70.38,67.09,81.37,NA
4420,39.06,36.22,41.81,NA,NA,47.73
4421,NA,NA,NA,41.39,NA,40.75
4422,53.84,56.7,NA,NA,52.34,NA
4423,38.44,NA,NA,NA,NA,NA
4424,40.91,NA,58.91,59.22,NA,NA
4425,49.32,62.34,56.8,57.51,59.2,58.7
4426,64.66,71.37,74.46,74.87,82.33,80.25
4427,NA,NA,NA,77.73,80.78,84.12
4428,NA,NA,NA,45.23,NA,NA
4429,64.91,65.73,70.31,73.54,74.78,83.48
4430,NA,NA,NA,77.58,77.37,83.84
4431,48.86,68.65,64.17,65.04,NA,70.61
4432,56.23,62.68,62.53,61.45,66.42,72.64
4433,NA,NA,NA,60.77,64.51,75.38
4434,NA,NA,NA,48.24,NA,NA
4435,50.45,59.42,55.47,NA,64.58,NA
4436,NA,NA,NA,67.22,69.6,70.05
4437,45.93,36.76,56.55,NA,55.99,55.08
4438,NA,NA,NA,76.66,78.8,82.82
4439,50.36,59.22,60.58,65.33,68.65,61.85
4440,37.36,37.68,36.54,NA,38.59,33.88
4441,41.06,31.9,36.45,42.1,38.56,36.48
4442,NA,NA,NA,60.65,61.64,68.76
4443,NA,NA,NA,47.62,NA,41.09
4444,NA,NA,NA,42.46,53.94,48.94
4445,46.86,NA,NA,NA,NA,NA
4446,33.71,NA,NA,NA,NA,NA
4447,46.97,57.41,NA,60.84,58.12,NA
4448,NA,NA,NA,62.93,66.06,65.86
4449,49.22,54.84,63.75,59.08,NA,66.91
4450,NA,NA,NA,80.09,80.85,90.68
4451,39.89,50.27,52.59,57.29,62.62,NA
4452,58.46,58.9,NA,NA,NA,NA
4453,NA,NA,NA,66.62,74.18,81.48
4454,65.65,66.24,71.12,67.11,NA,NA
4455,NA,NA,NA,58.48,55.32,63.51
4456,51.77,55.18,64.48,69.66,73.58,75.71
4457,38.49,NA,NA,58.84,NA,NA
4458,NA,NA,NA,65.54,NA,NA
4459,NA,NA,NA,64.53,NA,69.75
4460,NA,NA,NA,45.15,NA,59.89
4461,42.84,51.54,54.21,62.18,58.01,NA
4462,NA,NA,NA,54.19,65.82,65.54
4463,50.19,47.58,57.41,60.43,62.85,57.64
4464,56.4,63.3,74,76.32,84.32,83.91
4465,44.87,NA,NA,43.82,NA,NA
4466,34.9,NA,NA,NA,NA,NA
4467,NA,NA,NA,58.04,52.06,53.18
4468,70.34,72.12,NA,80.71,81.66,75.85
4469,NA,NA,NA,73.85,72.28,63.58
4470,NA,NA,NA,53.63,66.65,NA
4471,38.39,NA,NA,NA,NA,NA
4472,NA,NA,NA,48.69,57.44,60
4473,NA,NA,NA,39.87,NA,NA
4474,NA,NA,NA,72.77,76.6,80.86
4475,56.63,59.68,66.39,NA,66.52,NA
4476,33.66,34.52,NA,NA,NA,NA
4477,NA,NA,NA,65.01,65.12,58.83
4478,NA,NA,NA,53.12,59.14,71.5
4479,75.74,75.94,76.24,74.98,80.72,78.48
4480,NA,NA,NA,60.74,NA,NA
4481,60.86,61.14,74.18,67.92,76.3,71.61
4482,48.06,65.69,62.58,NA,NA,NA
4483,NA,NA,NA,54.43,NA,65.18
4484,NA,NA,NA,59.04,62.91,NA
4485,NA,NA,NA,71.89,78.76,77.37
4486,48.21,50.43,57.29,64.12,55.95,NA
4487,NA,NA,NA,NA,NA,NA
4488,NA,NA,NA,40.23,NA,NA
4489,57.9,NA,NA,NA,NA,NA
4490,NA,NA,NA,61.57,62.66,57.53
4491,48.01,53.35,62.69,66.23,60.65,NA
4492,NA,NA,NA,37.97,39.83,39.7
4493,53.73,58.66,59.1,64.05,NA,NA
4494,NA,NA,NA,38.91,39.2,43.22
4495,NA,NA,NA,79.3,84.42,87.67
4496,NA,NA,NA,63.46,65.7,63.32
4497,NA,NA,NA,54.86,55.38,50.56
4498,NA,NA,NA,42.46,NA,51.08
4499,NA,NA,NA,64.63,63.23,62.44
4500,51.5,NA,40.11,NA,35.59,NA
4501,36.37,49.76,44.38,NA,56.71,52.13
4502,42.85,47.01,NA,NA,NA,NA
4503,60.37,69.53,73.01,78.27,89.37,NA
4504,NA,NA,NA,53.29,NA,NA
4505,41.54,38.98,55.18,61.63,NA,NA
4506,48.41,49.93,NA,NA,49.87,66
4507,61.45,67.43,72.69,77.28,NA,NA
4508,NA,NA,NA,60.38,65.42,61.21
